UserID,Game,Hours,Metacritic score,Achievements,Recommendations
50600002,Bus Driver,0.6,61,0,1480
50600002,Trucks & Trailers,0.3,0,35,348
51132884,Saints Row IV,37,86,73,54056
51300149,Omerta - City of Gangsters,12,0,60,1445
51382080,Verdun,26,70,59,27343
52942891,WORLD END ECONOMiCA episode.01,0.3,0,0,428
53091150,Alan Wake,71,83,67,26385
53245953,Undertale,6.3,92,0,159556
54291917,Silent Hill Homecoming,4.3,64,0,1294
54507379,Ori and the Blind Forest,121,88,50,41526
54568397,F.E.A.R. 3,6.6,74,50,5192
55755821,Alan Wake's American Nightmare,5,73,12,4869
55975168,Killing Floor 2,211,75,298,72628
58029555,Sniper Elite 3,7.4,0,77,17025
58217836,Banished,20,73,36,33399
58431944,Farming Simulator 2011,123,0,12,585
58431944,Farming Simulator 15,63,64,16,11421
58431944,Port Royale 3,60,0,64,959
58529751,Cities XL Platinum,12.3,0,0,979
59234901,How to Survive,9,60,43,13620
60549077,The Maw,5.6,75,15,206
60549077,Dungeons of Dredmor,2.7,79,122,3325
60859324,DRAGON BALL XENOVERSE,70,0,50,12647
61070572,SpeedRunners,126,84,29,20237
62858973,Waking Mars,8.1,79,17,608
62858973,The Talos Principle,4.5,85,40,22704
62858973,Thomas Was Alone,2.6,77,35,3681
62985928,Amazing Adventures Around the World,12,0,0,0
62985928,Chuzzle Deluxe,6.3,0,0,627
63990035,Brawlhalla,15.6,0,49,2831
64514291,NBA 2K16,265,0,50,4330
64611580,Gear Up,4.5,0,27,974
65117175,Broken Age,35,73,45,4121
65117175,Stacking,19.6,80,21,829
65147980,Gun Metal,0.1,0,0,436
65155942,SteamWorld Dig,0.5,76,24,3999
65200468,Wings of Prey,262,78,45,558
65315657,Cities in Motion,65,70,47,635
65398650,Shank 2,31,72,20,1982
66078954,Fable Anniversary,26,0,50,9439
66438889,Battle Academy,14.6,0,0,178
66438889,To End All Wars,4.8,71,0,134
66438889,"Papers, Please",0.6,85,13,47236
67244867,Planet Explorers,15.2,0,16,5086
68719896,Sanctum 2,64,77,50,7078
68719896,Dungeon Defenders II,41,0,18,2973
69180564,Dungeon Siege III,2.5,72,54,1669
69587339,Angry Video Game Nerd Adventures,6.9,77,19,2543
70180527,Super Meat Boy,1.1,87,48,22056
70327507,America's Army 3,92,70,71,0
70398582,Outcast 1.1,49,0,172,457
70591968,Cricket Revolution,38,0,0,0
70915652,Bastion,9.2,86,24,25609
70915652,Psychonauts,7.1,87,37,8721
70970228,Fable - The Lost Chapters,22,83,0,6114
71603645,Risen,4.5,77,0,5184
74764496,Project CARS,23,83,45,8528
74764496,DiRT Rally,8.9,86,170,20153
74772820,Avernum 4,228,0,0,0
74772820,Avernum 5,222,0,0,0
75155353,Puzzle Pirates,42,0,220,0
75463760,Project Zomboid,51,0,0,84296
75463760,Software Inc.,24,0,0,5270
75738431,The Tiny Bang Story,53,63,0,3279
75738431,Machinarium,12.2,85,12,8446
75970863,Get Off My Lawn!,18.8,0,71,0
75970863,Toki Tori,1.7,80,38,1530
76296787,Tabletop Simulator,58,0,27,33933
77124916,Front Mission Evolved,27,63,27,563
77830706,Primal Carnage,357,67,69,4828
77905942,Costume Quest,1.1,0,21,2127
78560022,RUSH,2.2,73,16,175
78560022,Jamestown,1.7,81,42,615
78560022,The Ball,1.5,68,17,722
79474322,Eador. Masters of the Broken World,147,74,56,1500
80239919,Besiege,1.1,0,36,39633
80988171,Peggle Deluxe,12.4,0,0,3686
80988171,VVVVVV,11.8,81,19,5365
81151589,A Game of Thrones - Genesis,10.4,0,75,384
81160212,Risk of Rain,37,77,15,19583
81746734,Warface,42,62,67,951
82212295,Poker Night at the Inventory,4,71,20,5974
82512087,Fistful of Frags,0.8,0,17,501
83135348,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,3.5,0,0,430
83497449,Hero Siege,39,0,59,25140
83746733,Universe Sandbox,20,0,0,15164
84883272,Cogs,9.8,73,18,266
85046830,State of Decay,39,79,46,15453
85458882,Mabinogi,165,0,0,0
86338111,HuniePop,34,0,20,22814
87601770,MX vs. ATV Reflex,2.6,0,48,2208
88199811,FINAL FANTASY III,55,0,31,1194
88199811,RPG Maker MV,55,0,0,5154
88410966,Shank,13.7,67,12,2031
88525821,The Evil Within,30,68,71,14148
88579585,GRID Autosport,64,78,60,5141
89005236,DOOM 3,24,87,0,5439
89286594,Magicite,6,0,0,5655
90033155,Rogue Legacy,118,85,29,14866
92595907,Scribblenauts Unlimited,10.8,75,25,6491
93341815,FATE,13.6,80,10,2408
93644606,Elsword,101,0,0,0
94120095,Warlock - Master of the Arcane,2.4,71,0,867
95084569,Outlast,13.5,80,14,60790
95137775,Subnautica,34,87,17,181183
95695156,Cubemen,4.2,74,44,328
95780749,Goat Simulator,18.4,62,127,45027
95853467,Steel Ocean,32,0,20,128
95911580,Victoria II,107,75,0,12641
95930936,Cave Story+,11.9,83,75,4004
95930936,Braid,9,90,12,5803
96167505,Enemy Front,18.7,52,45,2869
96249915,Aura Kingdom,36,0,0,126
96696864,ArcaniA,8.8,63,0,1645
97667936,Transformice,2.7,0,14,280
97667936,Ragnarok Online 2,2.2,0,0,0
97782908,Five Nights at Freddy's,13.3,78,0,29841
98928829,Restaurant Empire II,44,64,0,235
98928829,M.U.D. TV,16.3,53,0,128
98928829,The Testament of Sherlock Holmes,7.9,73,32,2331
98928829,Airline Tycoon 2,6.7,57,0,354
99255590,Worms Clan Wars,3.4,73,14,1563
99616757,Guacamelee! Gold Edition,1.2,88,60,2925
100053304,Dream Of Mirror Online,0.5,0,0,0
100351493,Nevermind,36,0,17,320
100351493,The Stanley Parable,10.6,88,10,37201
100444456,WAKFU,14.1,76,36,147
100833937,Puddle,0.4,0,23,334
100993239,Thief,32,70,37,15037
101596530,Broforce,435,83,17,39760
101602586,Epic Battle Fantasy 4,51,0,104,2304
101656933,The Political Machine,71,54,21,233
102111851,Devil May Cry 4 Special Edition,15.3,0,42,8755
102268574,Jagged Alliance - Back in Action,32,62,60,817
102825821,Fight The Dragon,49,76,60,990
103631407,The Wolf Among Us,21,85,35,23181
103848468,Collapse,1.8,0,0,0
105159791,Block N Load,16.1,72,66,1886
105384518,Kenshi,266,75,0,48881
105384518,X Rebirth,236,33,69,5073
105725769,Surgeon Simulator,9.6,71,123,12631
106099216,Cities XXL,9.6,47,27,1896
106259770,Uriel's Chasm,3.1,0,0,268
106259770,Two Worlds Epic Edition,3,65,0,2130
106259770,Speedball 2 HD,2.6,53,22,282
106986812,Brothers - A Tale of Two Sons,5.6,90,12,32237
107567915,Nuclear Dawn,14.7,71,58,1514
107632182,Demigod,0.8,76,0,818
107743243,Heroes of Might & Magic V,55,77,0,2710
107818793,Game Dev Tycoon,39,68,35,34495
107841348,BLOCKADE 3D,1.1,0,0,436
107984181,Everlasting Summer,34,0,14,573
108595389,X-Plane 10 Global - 64 Bit,30,0,0,934
108878910,FarSky,18,0,0,3102
109373866,Echoes+,0.1,0,25,0
109780632,Choice of Robots,2.1,0,72,1820
110899658,The Treasures of Montezuma 4,544,0,32,496
110899658,The Dreamatorium of Dr. Magnus 2,41,0,15,0
111316830,Royal Quest,25,0,323,121
111316830,Villagers and Heroes,10.6,0,0,0
111442295,Dino D-Day,15.3,53,77,7865
113227222,Panzar,37,0,0,0
113268833,Boson X,1.7,0,18,1284
114324869,Knights and Merchants,13.1,0,0,2159
114324869,Battlepaths,12.9,0,61,115
114324869,Enclave,12.9,71,0,1577
114924461,Five Nights at Freddy's 2,5.5,62,0,13777
115632831,Blades of Time,31,63,35,585
115958331,Guns and Robots,0.4,0,69,0
116283279,Contagion,27,62,81,9086
116411567,Remember Me,5.2,65,50,8973
116515230,Earth 2160,26,73,0,626
116912767,The Long Dark,103,0,56,80482
118664413,Syberia,0.6,82,0,2821
118695833,POSTAL 2,35,59,89,61277
118723066,Emily is Away,0.6,0,20,393
118838369,Bard's Gold,119,58,24,0
119236075,StarDrive,2.6,61,0,1205
119368216,Little Inferno,4.4,68,0,5785
119530092,Monster Loves You!,3.8,0,14,806
120106834,Rise of Venice,9.6,66,56,295
120116659,A Walk in the Dark,0.4,67,27,310
120139965,To the Moon,0.9,81,1,46868
120523185,Mini Metro,38,77,63,9183
120523185,TowerFall Ascension,23,87,30,2386
120523185,Transistor,19.7,83,33,25497
120523185,The Night of the Rabbit,15.9,75,17,2196
121291260,Prime World,813,65,0,0
122492047,Pro Cycling Manager 2014,292,0,47,217
122551425,Stranded Deep,37,0,36,33328
122620165,"Sir, You Are Being Hunted",3,63,0,2839
122803519,Super Hexagon,37,88,6,16772
123165817,The Expendabros,1.4,0,0,188
124059151,Hatoful Boyfriend,12.4,68,16,4905
124663731,Krater,1.4,52,41,580
126992940,Nuclear Throne,23,89,44,11797
127220350,Geometry Dash,162,0,120,179395
127426141,Grand Theft Auto 2,14.6,0,0,170
127555883,War for the Overworld,19.9,0,142,5489
127594108,Tower Wars,0.8,59,35,1162
127850470,Battle Islands,365,0,96,0
127850470,Kingdoms CCG,300,0,0,0
128470551,Antichamber,16.8,82,0,11676
128593044,Narcissu 1st & 2nd,0.7,0,5,0
129081996,The Incredible Adventures of Van Helsing II,42,77,63,1688
129300430,Scania Truck Driving Simulator,5.5,0,0,1177
130051338,Lethal League,1.4,82,23,2910
131130328,The Clockwork Man,6.4,0,0,0
131227682,METAL SLUG DEFENSE,10.4,0,64,0
131473057,Blade Symphony,93,72,26,2932
131962554,Altitude,12,79,52,626
133680143,"Cook, Serve, Delicious!",9.1,0,52,3404
133680143,Kingdom Tales 2,5.2,0,0,0
133680143,Viridi,1.4,46,47,133
133938767,Empires,748,0,0,0
135244036,RPG Maker 2003,150,0,0,495
137651115,Fishing Planet,22,0,17,477
139673932,Cricket Captain 2014,23,0,28,0
142790708,Soldier Front 2,61,0,20,0
143643478,Blackguards,55,68,45,2599
146517796,Blitzkrieg Anthology,0.8,0,0,1006
147910240,Gone Home,2.9,86,10,12170
148773331,Brick-Force,0.3,0,0,0
149424772,Super Crate Box,5.8,0,0,0
149505485,The Escapists,7.8,71,37,13476
149795092,FaceRig,1.6,0,37,7149
150282867,Medieval Engineers,1.2,0,0,5436
150326378,Town of Salem,30,0,361,29327
150397316,Toribash,96,0,106,156
151256632,Viscera Cleanup Detail,13.4,0,85,12200
152078939,100% Orange Juice,31,0,278,12419
154145611,TerraTech,12,0,15,14120
154230723,The Impossible Game,14.4,64,12,976
154230933,Interstellar Marines,12.1,0,28,4205
155420511,Might & Magic Heroes Online,2.6,0,0,0
155718820,Stronghold Crusader HD,58,78,0,11216
156675178,Singularity,11,0,0,0
157275758,Rulers of Nations,53,63,0,136
157899431,Shift 2 Unleashed,49,84,0,2172
158576100,Tales from the Borderlands,16,0,35,12621
158877899,Epic Arena,0.3,0,45,0
159114904,Only If,0.1,39,10,0
159484357,Strike Suit Infinity,25,66,16,484
161623464,Panzer Tactics HD,11.4,69,47,143
162740609,METAL SLUG 3,1.7,0,30,5366
162740609,Return to Castle Wolfenstein,1.7,88,0,5534
163140792,Take On Helicopters,44,70,0,423
163972488,Euro Truck Simulator,0.3,0,0,5347
164805863,Car Mechanic Simulator 2014,2.4,0,0,3809
165065938,Monday Night Combat,3.4,82,51,835
165073598,Sid Meier's Railroads!,21,77,0,1925
165240612,Cultures - Northland,194,0,0,412
165240612,Among Ripples,1.3,0,0,0
165608075,Jets'n'Guns Gold,2.6,0,22,1111
167815968,Sakura Clicker,1256,0,0,248
168726386,Gaokao.Love.100Days,6.2,0,30,3655
169902951,The Gate,6.6,0,54,0
169929928,Super Sanctum TD,8.1,0,27,942
169929928,Race The Sun,3.1,79,25,1815
169964396,Solar 2,2.8,72,25,1375
169964396,Plug & Play,0.2,0,0,3713
170095814,King's Quest,24,0,53,1242
170377069,Never Alone (Kisima Ingitchuna),55,0,19,5185
170377069,Dreamfall Chapters,5,71,59,2922
170382539,Sid Meier's Starships,26,64,31,1793
170382539,Karos Returns,3.6,0,0,0
171315014,Batla,0.3,0,61,0
171726897,Long Live The Queen,3.6,67,45,5432
171965445,WARMODE,1.6,0,0,346
172795625,HIS (Heroes In the Sky),5.7,0,1,0
173434036,Soccer Manager 2016,0.9,0,0,0
174276289,8BitMMO,0.2,0,24,0
174838943,Imperial Glory,170,69,0,964
175948419,Camera Obscura,10.3,0,45,1335
175948419,Polarity,10.2,0,10,3729
176225382,Rampage Knights,30,80,84,2026
177466116,Fair Strike,0.7,56,0,0
177466116,Gunship!,0.5,0,0,0
178168238,Seduce Me the Otome,11.7,0,25,0
180901075,Overture,12.9,76,4,533
182499490,Eldevin,312,0,32,0
182851135,Fuse,5.2,0,0,321
183838531,Devil May Cry 4,1.9,78,0,1643
184594362,The Way of Life Free Edition,0.1,0,0,0
186022495,Soccer Manager 2015,1.4,0,0,0
186673066,Empyrion - Galactic Survival,86,0,0,24111
187463594,Mountain,222,0,31,12394
188509200,Tree of Life,32,0,0,5213
190650796,Doodle God,6.4,0,22,643
190650796,Grim Fandango Remastered,2.7,84,47,5109
192538478,Anarchy Arcade,1.2,0,22,0
193129684,Sigils of Elohim,0.9,0,0,0
193156880,Depth,58,65,40,22765
193987636,Velvet Sundown,0.7,0,0,0
196403090,The Four Kings Casino and Slots,7.4,0,59,117
197406178,Codename CURE,64,0,40,307
197620904,World of Mixed Martial Arts 3,11.4,0,0,0
198722652,All Is Dust,1.6,0,0,0
200036280,Arma Tactics,2.8,47,0,352
201974556,Mortal Online,0.2,0,49,0
202894728,The Old Tree,0.3,0,0,0
203387556,One Finger Death Punch,38,0,152,12220
203968405,CastleMiner Z,10.2,0,31,6635
204477246,Moonbase Alpha,0.8,0,0,178
204679729,Rivals of Aether,17.6,0,36,21697
205479294,The Culling Of The Cows,2.8,0,5,188
206014489,Gas Guzzlers Extreme,60,73,105,2640
206346171,Grey Goo,12.9,77,35,2433
206346171,Zombie Army Trilogy,3.9,72,68,11712
207915392,Dungeon Siege,0.3,86,0,2812
208821410,SOMA,22,84,10,27898
208821410,Five Nights at Freddy's 4,1.7,51,0,9311
208879416,Bloody Trapland,0.7,0,29,2581
209006754,Final DOOM,1.5,0,0,999
209665002,Rustbucket Rumble,0.4,0,21,0
209917929,Tales of Zestiria,57,77,56,6279
209985078,Deadlight,0.2,78,31,8896
213231597,Creativerse,17.3,0,0,2023
217099682,Passing Pineview Forest,0.5,0,0,0
217779981,Missing Translation,0.9,0,6,113
220434034,Aftermath,4.2,0,0,0
220680498,Endless Sky,13.2,0,0,0
222060673,THE KING OF FIGHTERS XIII STEAM EDITION,5,0,46,6691
225434610,The Forgotten Ones,0.1,0,12,0
226597231,TDP5 Arena 3D,0.3,0,0,0
226597231,Walkover,0.1,0,18,0
227083521,Serious Sam 2,2.1,74,0,8495
228649481,Eternal Senia,4.6,0,0,231
234024191,Audition Online,8.2,0,0,0
234190577,Apotheon Arena,0.3,0,0,0
237704094,The Banner Saga,40,80,39,11988
239413586,BeamNG.drive,16.2,0,4,119150
239511574,60 Seconds!,1.9,0,56,9675
243664576,Boring Man - Online Tactical Stickman Combat,52,0,60,0
244789964,Unreal Gold,0.1,0,0,1121
245681889,The Settlers Online,2.1,0,0,0
248444377,Woodle Tree Adventures,0.1,0,8,1344
249626280,Tap Tap Infinity,5.3,0,100,0
251634185,Requiem,1.9,0,0,0
252345719,GUILTY GEAR Xrd -SIGN-,9.6,84,48,1866
254201131,CubeGun,8,0,42,0
258530685,SC2VN - The eSports Visual Novel,0.9,0,0,0
258530685,NEKOPARA Vol. 0,0.5,0,13,13826
260118401,Five Nights at Freddy's 3,1.1,68,0,6797
263771716,Mount Your Friends,0.9,0,8,5025
263771716,Ultimate Tic-Tac-Toe,0.2,0,11,0
264253640,Labyronia RPG,5.9,0,6,1029
273437868,Child of Light,17.1,77,0,11099
273437868,Outland,2.5,79,12,957
274785080,Teeworlds,21,0,0,0
275518260,CroNix,3.6,0,0,0
281857216,Hurtworld,39,0,0,23650
281857216,Savage Lands,0.9,0,20,4118
285869008,Pro Cycling Manager 2015,5.7,0,47,315
285882402,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,7.5,0,12,2690
287824954,You Have to Win the Game,1.9,0,15,0
290542222,Sacred 3,1.5,57,45,2021
293600797,Stonehearth,5,0,0,8966
296260221,Sinister City,5.2,0,17,1163
296979815,Crusaders of the Lost Idols,600,0,99,0
298493475,Genesis Online,1.8,0,48,0
298493475,Krosmaster Arena,0.8,0,58,0
298884520,Pink Heaven,0.1,0,0,0
302472242,Duck Game,37,82,18,21606
